"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
SUTTER SURGICAL HOSPITAL - NORTH VALLEY,050766,CA,READM-30-HIP-KNEE-HRRP,N/A,,1.1632,5.1316,4.4116,Too Few to Report,07/01/2019,06/30/2022
SUTTER SURGICAL HOSPITAL - NORTH VALLEY,050766,CA,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SUTTER SURGICAL HOSPITAL - NORTH VALLEY,050766,CA,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SUTTER SURGICAL HOSPITAL - NORTH VALLEY,050766,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SUTTER SURGICAL HOSPITAL - NORTH VALLEY,050766,CA,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KAISER FOUNDATION HOSPITAL - VACAVILLE,050767,CA,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KAISER FOUNDATION HOSPITAL - VACAVILLE,050767,CA,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KAISER FOUNDATION HOSPITAL - VACAVILLE,050767,CA,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KAISER FOUNDATION HOSPITAL - VACAVILLE,050767,CA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KAISER FOUNDATION HOSPITAL - VACAVILLE,050767,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KAISER FOUNDATION HOSPITAL - VACAVILLE,050767,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
HOAG ORTHOPEDIC INSTITUTE,050769,CA,READM-30-PN-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
HOAG ORTHOPEDIC INSTITUTE,050769,CA,READM-30-HIP-KNEE-HRRP,1037,,0.7871,3.5333,4.4891,33,07/01/2019,06/30/2022
HOAG ORTHOPEDIC INSTITUTE,050769,CA,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
HOAG ORTHOPEDIC INSTITUTE,050769,CA,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
HOAG ORTHOPEDIC INSTITUTE,050769,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
HOAG ORTHOPEDIC INSTITUTE,050769,CA,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,050770,CA,READM-30-PN-HRRP,158,,1.0642,17.5296,16.4728,32,07/01/2019,06/30/2022
LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,050770,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,050770,CA,READM-30-HF-HRRP,222,,1.0355,20.1179,19.4282,47,07/01/2019,06/30/2022
LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,050770,CA,READM-30-COPD-HRRP,87,,0.9752,17.9384,18.3947,14,07/01/2019,06/30/2022
LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,050770,CA,READM-30-CABG-HRRP,N/A,,1.0177,10.0483,9.8732,Too Few to Report,07/01/2019,06/30/2022
LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,050770,CA,READM-30-AMI-HRRP,142,,1.0000,14.0839,14.0837,20,07/01/2019,06/30/2022
COAST PLAZA HOSPITAL,050771,CA,READM-30-PN-HRRP,116,,1.0055,22.9147,22.7886,27,07/01/2019,06/30/2022
COAST PLAZA HOSPITAL,050771,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
COAST PLAZA HOSPITAL,050771,CA,READM-30-HF-HRRP,62,,1.0239,24.7031,24.1262,17,07/01/2019,06/30/2022
COAST PLAZA HOSPITAL,050771,CA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
COAST PLAZA HOSPITAL,050771,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
COAST PLAZA HOSPITAL,050771,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KAISER FOUNDATION HOSPITAL - ROSEVILLE,050772,CA,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KAISER FOUNDATION HOSPITAL - ROSEVILLE,050772,CA,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KAISER FOUNDATION HOSPITAL - ROSEVILLE,050772,CA,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KAISER FOUNDATION HOSPITAL - ROSEVILLE,050772,CA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KAISER FOUNDATION HOSPITAL - ROSEVILLE,050772,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KAISER FOUNDATION HOSPITAL - ROSEVILLE,050772,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
TEMECULA VALLEY HOSPITAL,050775,CA,READM-30-PN-HRRP,184,,1.0362,16.0816,15.5192,32,07/01/2019,06/30/2022
TEMECULA VALLEY HOSPITAL,050775,CA,READM-30-HIP-KNEE-HRRP,N/A,,1.1454,4.5288,3.9538,Too Few to Report,07/01/2019,06/30/2022
TEMECULA VALLEY HOSPITAL,050775,CA,READM-30-HF-HRRP,306,,0.9569,19.5875,20.4694,57,07/01/2019,06/30/2022
TEMECULA VALLEY HOSPITAL,050775,CA,READM-30-COPD-HRRP,N/A,,0.9953,19.8090,19.9022,Too Few to Report,07/01/2019,06/30/2022
TEMECULA VALLEY HOSPITAL,050775,CA,READM-30-CABG-HRRP,N/A,,1.0152,10.9079,10.7445,Too Few to Report,07/01/2019,06/30/2022
TEMECULA VALLEY HOSPITAL,050775,CA,READM-30-AMI-HRRP,148,,1.0882,14.1059,12.9626,25,07/01/2019,06/30/2022
COLLEGE MEDICAL CENTER,050776,CA,READM-30-PN-HRRP,N/A,,0.9870,20.6993,20.9714,Too Few to Report,07/01/2019,06/30/2022
COLLEGE MEDICAL CENTER,050776,CA,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
COLLEGE MEDICAL CENTER,050776,CA,READM-30-HF-HRRP,N/A,,0.9843,23.7216,24.0997,Too Few to Report,07/01/2019,06/30/2022
COLLEGE MEDICAL CENTER,050776,CA,READM-30-COPD-HRRP,N/A,,0.9960,25.8902,25.9929,Too Few to Report,07/01/2019,06/30/2022
COLLEGE MEDICAL CENTER,050776,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
COLLEGE MEDICAL CENTER,050776,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KAISER FOUNDATION HOSPITAL - SAN LEANDRO,050777,CA,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KAISER FOUNDATION HOSPITAL - SAN LEANDRO,050777,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KAISER FOUNDATION HOSPITAL - SAN LEANDRO,050777,CA,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KAISER FOUNDATION HOSPITAL - SAN LEANDRO,050777,CA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KAISER FOUNDATION HOSPITAL - SAN LEANDRO,050777,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
KAISER FOUNDATION HOSPITAL - SAN LEANDRO,050777,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,050778,CA,READM-30-PN-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,050778,CA,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,050778,CA,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,050778,CA,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,050778,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,050778,CA,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",050779,CA,READM-30-PN-HRRP,63,,1.0320,20.2107,19.5835,15,07/01/2019,06/30/2022
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",050779,CA,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",050779,CA,READM-30-HF-HRRP,94,,1.1079,22.3949,20.2147,28,07/01/2019,06/30/2022
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",050779,CA,READM-30-COPD-HRRP,N/A,,1.0272,23.9701,23.3350,Too Few to Report,07/01/2019,06/30/2022
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",050779,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",050779,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
FOOTHILL REGIONAL MEDICAL CENTER,050780,CA,READM-30-PN-HRRP,140,,1.0246,22.2853,21.7510,33,07/01/2019,06/30/2022
FOOTHILL REGIONAL MEDICAL CENTER,050780,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
FOOTHILL REGIONAL MEDICAL CENTER,050780,CA,READM-30-HF-HRRP,N/A,,1.0040,26.3741,26.2684,Too Few to Report,07/01/2019,06/30/2022
FOOTHILL REGIONAL MEDICAL CENTER,050780,CA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
FOOTHILL REGIONAL MEDICAL CENTER,050780,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
FOOTHILL REGIONAL MEDICAL CENTER,050780,CA,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CASA COLINA HOSPITAL,050782,CA,READM-30-PN-HRRP,N/A,,0.9878,16.6784,16.8844,Too Few to Report,07/01/2019,06/30/2022
CASA COLINA HOSPITAL,050782,CA,READM-30-HIP-KNEE-HRRP,N/A,,1.0360,5.0611,4.8854,Too Few to Report,07/01/2019,06/30/2022
CASA COLINA HOSPITAL,050782,CA,READM-30-HF-HRRP,N/A,,0.9439,19.3935,20.5469,Too Few to Report,07/01/2019,06/30/2022
CASA COLINA HOSPITAL,050782,CA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CASA COLINA HOSPITAL,050782,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CASA COLINA HOSPITAL,050782,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
COLUSA MEDICAL CENTER,050783,CA,READM-30-PN-HRRP,N/A,,1.0009,14.7100,14.6974,Too Few to Report,07/01/2019,06/30/2022
COLUSA MEDICAL CENTER,050783,CA,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
COLUSA MEDICAL CENTER,050783,CA,READM-30-HF-HRRP,53,,1.0652,18.6591,17.5162,14,07/01/2019,06/30/2022
COLUSA MEDICAL CENTER,050783,CA,READM-30-COPD-HRRP,N/A,,0.9999,17.4086,17.4108,Too Few to Report,07/01/2019,06/30/2022
COLUSA MEDICAL CENTER,050783,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
COLUSA MEDICAL CENTER,050783,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ADVENTIST HEALTH TULARE,050784,CA,READM-30-PN-HRRP,N/A,,0.9809,13.3317,13.5915,Too Few to Report,07/01/2019,06/30/2022
ADVENTIST HEALTH TULARE,050784,CA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ADVENTIST HEALTH TULARE,050784,CA,READM-30-HF-HRRP,60,,1.0129,18.5967,18.3590,12,07/01/2019,06/30/2022
ADVENTIST HEALTH TULARE,050784,CA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ADVENTIST HEALTH TULARE,050784,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ADVENTIST HEALTH TULARE,050784,CA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
DOCS SURGICAL HOSPITAL,050785,CA,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
DOCS SURGICAL HOSPITAL,050785,CA,READM-30-HIP-KNEE-HRRP,N/A,,0.9046,3.3879,3.7450,Too Few to Report,07/01/2019,06/30/2022
DOCS SURGICAL HOSPITAL,050785,CA,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
DOCS SURGICAL HOSPITAL,050785,CA,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
DOCS SURGICAL HOSPITAL,050785,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
DOCS SURGICAL HOSPITAL,050785,CA,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"ANAHEIM COMMUNITY HOSPITAL, LLC",050854,CA,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"ANAHEIM COMMUNITY HOSPITAL, LLC",050854,CA,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"ANAHEIM COMMUNITY HOSPITAL, LLC",050854,CA,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"ANAHEIM COMMUNITY HOSPITAL, LLC",050854,CA,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"ANAHEIM COMMUNITY HOSPITAL, LLC",050854,CA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"ANAHEIM COMMUNITY HOSPITAL, LLC",050854,CA,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
BANNER NORTH COLORADO MEDICAL CENTER,060001,CO,READM-30-PN-HRRP,151,,0.9145,15.2478,16.6732,17,07/01/2019,06/30/2022
BANNER NORTH COLORADO MEDICAL CENTER,060001,CO,READM-30-HIP-KNEE-HRRP,N/A,,1.0067,5.1218,5.0877,Too Few to Report,07/01/2019,06/30/2022
BANNER NORTH COLORADO MEDICAL CENTER,060001,CO,READM-30-HF-HRRP,176,,0.9717,18.6850,19.2293,31,07/01/2019,06/30/2022
BANNER NORTH COLORADO MEDICAL CENTER,060001,CO,READM-30-COPD-HRRP,N/A,,0.9833,17.1090,17.3995,Too Few to Report,07/01/2019,06/30/2022
BANNER NORTH COLORADO MEDICAL CENTER,060001,CO,READM-30-CABG-HRRP,N/A,,0.9665,8.3356,8.6241,Too Few to Report,07/01/2019,06/30/2022
BANNER NORTH COLORADO MEDICAL CENTER,060001,CO,READM-30-AMI-HRRP,121,,0.9376,11.6208,12.3939,11,07/01/2019,06/30/2022
CENTURA LONGMONT UNITED HOSPITAL,060003,CO,READM-30-AMI-HRRP,N/A,,1.0424,11.7160,11.2399,Too Few to Report,07/01/2019,06/30/2022
CENTURA LONGMONT UNITED HOSPITAL,060003,CO,READM-30-PN-HRRP,104,,1.0146,14.4656,14.2579,16,07/01/2019,06/30/2022
CENTURA LONGMONT UNITED HOSPITAL,060003,CO,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CENTURA LONGMONT UNITED HOSPITAL,060003,CO,READM-30-HF-HRRP,68,,0.9971,19.3971,19.4532,13,07/01/2019,06/30/2022
CENTURA LONGMONT UNITED HOSPITAL,060003,CO,READM-30-COPD-HRRP,N/A,,0.9961,15.4125,15.4721,Too Few to Report,07/01/2019,06/30/2022
CENTURA LONGMONT UNITED HOSPITAL,060003,CO,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
PLATTE VALLEY MEDICAL CENTER,060004,CO,READM-30-PN-HRRP,N/A,,0.9705,14.2540,14.6872,Too Few to Report,07/01/2019,06/30/2022
PLATTE VALLEY MEDICAL CENTER,060004,CO,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
PLATTE VALLEY MEDICAL CENTER,060004,CO,READM-30-HF-HRRP,N/A,,0.9688,17.7298,18.3003,Too Few to Report,07/01/2019,06/30/2022
PLATTE VALLEY MEDICAL CENTER,060004,CO,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
PLATTE VALLEY MEDICAL CENTER,060004,CO,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
PLATTE VALLEY MEDICAL CENTER,060004,CO,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
MONTROSE REGIONAL HEALTH,060006,CO,READM-30-PN-HRRP,N/A,,0.9842,14.6285,14.8628,Too Few to Report,07/01/2019,06/30/2022
MONTROSE REGIONAL HEALTH,060006,CO,READM-30-HIP-KNEE-HRRP,N/A,,0.9712,4.0083,4.1274,Too Few to Report,07/01/2019,06/30/2022
MONTROSE REGIONAL HEALTH,060006,CO,READM-30-HF-HRRP,75,,0.9870,17.1127,17.3374,12,07/01/2019,06/30/2022
MONTROSE REGIONAL HEALTH,060006,CO,READM-30-COPD-HRRP,N/A,,0.9906,16.4798,16.6368,Too Few to Report,07/01/2019,06/30/2022
MONTROSE REGIONAL HEALTH,060006,CO,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
MONTROSE REGIONAL HEALTH,060006,CO,READM-30-AMI-HRRP,N/A,,0.9618,9.7546,10.1420,Too Few to Report,07/01/2019,06/30/2022
SAN LUIS VALLEY REGIONAL  MEDICAL CENTER,060008,CO,READM-30-PN-HRRP,N/A,,0.9829,13.3184,13.5506,Too Few to Report,07/01/2019,06/30/2022
SAN LUIS VALLEY REGIONAL  MEDICAL CENTER,060008,CO,READM-30-HIP-KNEE-HRRP,N/A,,0.9009,2.9697,3.2964,Too Few to Report,07/01/2019,06/30/2022
SAN LUIS VALLEY REGIONAL  MEDICAL CENTER,060008,CO,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SAN LUIS VALLEY REGIONAL  MEDICAL CENTER,060008,CO,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SAN LUIS VALLEY REGIONAL  MEDICAL CENTER,060008,CO,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SAN LUIS VALLEY REGIONAL  MEDICAL CENTER,060008,CO,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
LUTHERAN MEDICAL CENTER,060009,CO,READM-30-PN-HRRP,175,,0.9376,14.4587,15.4211,21,07/01/2019,06/30/2022
LUTHERAN MEDICAL CENTER,060009,CO,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
LUTHERAN MEDICAL CENTER,060009,CO,READM-30-HF-HRRP,230,,0.8917,16.2352,18.2068,30,07/01/2019,06/30/2022
LUTHERAN MEDICAL CENTER,060009,CO,READM-30-COPD-HRRP,56,,1.0090,18.6272,18.4616,11,07/01/2019,06/30/2022
LUTHERAN MEDICAL CENTER,060009,CO,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
LUTHERAN MEDICAL CENTER,060009,CO,READM-30-AMI-HRRP,N/A,,0.9111,10.7099,11.7555,Too Few to Report,07/01/2019,06/30/2022
POUDRE VALLEY HOSPITAL,060010,CO,READM-30-PN-HRRP,277,,0.9086,14.2226,15.6528,33,07/01/2019,06/30/2022
POUDRE VALLEY HOSPITAL,060010,CO,READM-30-HIP-KNEE-HRRP,741,,0.9360,3.6441,3.8935,26,07/01/2019,06/30/2022
POUDRE VALLEY HOSPITAL,060010,CO,READM-30-HF-HRRP,258,,0.9421,17.7819,18.8749,42,07/01/2019,06/30/2022
POUDRE VALLEY HOSPITAL,060010,CO,READM-30-COPD-HRRP,N/A,,0.9677,18.1854,18.7929,Too Few to Report,07/01/2019,06/30/2022
POUDRE VALLEY HOSPITAL,060010,CO,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
POUDRE VALLEY HOSPITAL,060010,CO,READM-30-AMI-HRRP,N/A,,0.9404,11.8404,12.5909,Too Few to Report,07/01/2019,06/30/2022
DENVER HEALTH & HOSPITAL AUTHORITY,060011,CO,READM-30-PN-HRRP,N/A,,0.9669,16.6001,17.1689,Too Few to Report,07/01/2019,06/30/2022
DENVER HEALTH & HOSPITAL AUTHORITY,060011,CO,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
DENVER HEALTH & HOSPITAL AUTHORITY,060011,CO,READM-30-HF-HRRP,54,,1.0188,21.7112,21.3109,13,07/01/2019,06/30/2022
DENVER HEALTH & HOSPITAL AUTHORITY,060011,CO,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
DENVER HEALTH & HOSPITAL AUTHORITY,060011,CO,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
DENVER HEALTH & HOSPITAL AUTHORITY,060011,CO,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"ST MARY CORWIN MED CTR, CENTURA HEALTH",060012,CO,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"ST MARY CORWIN MED CTR, CENTURA HEALTH",060012,CO,READM-30-HIP-KNEE-HRRP,N/A,,0.9900,5.0109,5.0613,Too Few to Report,07/01/2019,06/30/2022
"ST MARY CORWIN MED CTR, CENTURA HEALTH",060012,CO,READM-30-HF-HRRP,N/A,,1.0047,19.2241,19.1335,Too Few to Report,07/01/2019,06/30/2022
"ST MARY CORWIN MED CTR, CENTURA HEALTH",060012,CO,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"ST MARY CORWIN MED CTR, CENTURA HEALTH",060012,CO,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"ST MARY CORWIN MED CTR, CENTURA HEALTH",060012,CO,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
MERCY REGIONAL MEDICAL CENTER,060013,CO,READM-30-PN-HRRP,N/A,,0.9216,14.9774,16.2516,Too Few to Report,07/01/2019,06/30/2022
MERCY REGIONAL MEDICAL CENTER,060013,CO,READM-30-HIP-KNEE-HRRP,N/A,,1.0206,5.5993,5.4861,Too Few to Report,07/01/2019,06/30/2022
MERCY REGIONAL MEDICAL CENTER,060013,CO,READM-30-HF-HRRP,173,,0.8244,15.8938,19.2792,15,07/01/2019,06/30/2022
MERCY REGIONAL MEDICAL CENTER,060013,CO,READM-30-COPD-HRRP,N/A,,0.9824,18.1036,18.4286,Too Few to Report,07/01/2019,06/30/2022
MERCY REGIONAL MEDICAL CENTER,060013,CO,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
MERCY REGIONAL MEDICAL CENTER,060013,CO,READM-30-AMI-HRRP,N/A,,0.9680,9.2132,9.5180,Too Few to Report,07/01/2019,06/30/2022
PRESBYTERIAN ST LUKE'S MEDICAL CENTER,060014,CO,READM-30-PN-HRRP,N/A,,0.9639,16.7717,17.3997,Too Few to Report,07/01/2019,06/30/2022
PRESBYTERIAN ST LUKE'S MEDICAL CENTER,060014,CO,READM-30-HIP-KNEE-HRRP,N/A,,1.0288,3.7314,3.6271,Too Few to Report,07/01/2019,06/30/2022
PRESBYTERIAN ST LUKE'S MEDICAL CENTER,060014,CO,READM-30-HF-HRRP,N/A,,1.0071,20.7184,20.5731,Too Few to Report,07/01/2019,06/30/2022
PRESBYTERIAN ST LUKE'S MEDICAL CENTER,060014,CO,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
PRESBYTERIAN ST LUKE'S MEDICAL CENTER,060014,CO,READM-30-CABG-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
PRESBYTERIAN ST LUKE'S MEDICAL CENTER,060014,CO,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CENTURA HEALTH-ST ANTHONY HOSPITAL,060015,CO,READM-30-PN-HRRP,131,,1.0337,16.5828,16.0424,24,07/01/2019,06/30/2022
CENTURA HEALTH-ST ANTHONY HOSPITAL,060015,CO,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CENTURA HEALTH-ST ANTHONY HOSPITAL,060015,CO,READM-30-HF-HRRP,190,,0.8519,15.9405,18.7108,20,07/01/2019,06/30/2022
CENTURA HEALTH-ST ANTHONY HOSPITAL,060015,CO,READM-30-COPD-HRRP,N/A,,0.9510,17.3777,18.2723,Too Few to Report,07/01/2019,06/30/2022
